,TYPE,STATUT,ADRESSE,ARRONDISSEMENT,HORAIRE,ACCES_PMR,RELAIS_BEBE,URL_FICHE_EQUIPEMENT,geo_shape,geo_point_2d,lon,lat
306,TOILETTES,,SQUARE PAUL GRIMAULT,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-paul-grimault-2567,"{""coordinates"": [[2.34850913926846, 48.82302967451198]], ""type"": ""MultiPoint""}","48.82302967451198,2.34850913926846",2.34850913926846,48.82302967451198
307,TOILETTES,,SQUARE FERDINAND BRUNOT,75014,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-de-l-aspirant-dunand-2543,"{""coordinates"": [[2.32688024224376, 48.83229243383418]], ""type"": ""MultiPoint""}","48.83229243383418,2.32688024224376",2.32688024224376,48.83229243383418
308,TOILETTES,,SQUARE DU CHANOINE VIOLLET,75014,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-alberto-giacometti-2866,"{""coordinates"": [[2.320531761589162, 48.8313476109017]], ""type"": ""MultiPoint""}","48.8313476109017,2.320531761589162",2.320531761589162,48.8313476109017
309,TOILETTES,,JARDIN ATLANTIQUE,75015,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-atlantique-1775,"{""coordinates"": [[2.319685441900642, 48.83980953472804]], ""type"": ""MultiPoint""}","48.83980953472804,2.319685441900642",2.319685441900642,48.83980953472804
310,TOILETTES,,JARDIN CLAIRE MOTTE,75017,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-claire-motte-2820,"{""coordinates"": [[2.304142774509969, 48.89189723480619]], ""type"": ""MultiPoint""}","48.89189723480619,2.304142774509969",2.304142774509969,48.89189723480619
311,TOILETTES,,SQUARE DE LA RUE CHARLES HERMITE,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-charles-hermite-2648,"{""coordinates"": [[2.366573419652227, 48.89989642935981]], ""type"": ""MultiPoint""}","48.89989642935981,2.366573419652227",2.366573419652227,48.89989642935981
312,LAVATORY,,Avenue des Champs-Elysées,75008,Voir fiche équipement,Oui,Non,,"{""coordinates"": [[2.317089878279595, 48.867262574141115]], ""type"": ""MultiPoint""}","48.867262574141115,2.317089878279595",2.317089878279595,48.867262574141115
313,SANISETTE,,105  QUAI DE VALMY,75010,6h/22h,Oui,Non,,"{""coordinates"": [[2.362733834933867, 48.87459203532375]], ""type"": ""MultiPoint""}","48.87459203532375,2.362733834933867",2.362733834933867,48.87459203532375
314,SANISETTE,,164  BOULEVARD VOLTAIRE,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.38355339725316, 48.85564376523424]], ""type"": ""MultiPoint""}","48.85564376523424,2.38355339725316",2.38355339725316,48.85564376523424
315,SANISETTE,,133  BOULEVARD DE CHARONNE,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.392451361323424, 48.85749370656371]], ""type"": ""MultiPoint""}","48.85749370656371,2.392451361323424",2.392451361323424,48.85749370656371
316,SANISETTE,,opposé au 96 RUE OBERKAMPF,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.377607009280848, 48.865770227997636]], ""type"": ""MultiPoint""}","48.865770227997636,2.377607009280848",2.377607009280848,48.865770227997636
317,SANISETTE,,179  AVENUE DAUMESNIL,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.392040374875127, 48.840525428672]], ""type"": ""MultiPoint""}","48.840525428672,2.392040374875127",2.392040374875127,48.840525428672
318,SANISETTE,,face au 129  RUE DE LA GLACIERE,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.341806493177042, 48.826690707467044]], ""type"": ""MultiPoint""}","48.826690707467044,2.341806493177042",2.341806493177042,48.826690707467044
319,SANISETTE,,4  RUE MARTIN BERNARD,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.351328775975912, 48.8268991020181]], ""type"": ""MultiPoint""}","48.8268991020181,2.351328775975912",2.351328775975912,48.8268991020181
320,SANISETTE,,2  BOULEVARD JOURDAN,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.34433502420897, 48.81898671945179]], ""type"": ""MultiPoint""}","48.81898671945179,2.34433502420897",2.34433502420897,48.81898671945179
321,SANISETTE,,RUE DES MARINIERS,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.311198111631177, 48.82760820526359]], ""type"": ""MultiPoint""}","48.82760820526359,2.311198111631177",2.311198111631177,48.82760820526359
322,SANISETTE,,2  RUE JACQUES KELLNER,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.328040763341667, 48.89583555740396]], ""type"": ""MultiPoint""}","48.89583555740396,2.328040763341667",2.328040763341667,48.89583555740396
323,SANISETTE,,15  AVENUE DE LA PORTE DE CLIGNANCOURT,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.343963695246802, 48.8991942601401]], ""type"": ""MultiPoint""}","48.8991942601401,2.343963695246802",2.343963695246802,48.8991942601401
324,SANISETTE,,29  RUE MANIN,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.3782622313212523, 48.87861935487687]], ""type"": ""MultiPoint""}","48.87861935487687,2.3782622313212523",2.3782622313212523,48.87861935487687
325,SANISETTE,,14  RUE MEYNADIER,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.383450508308367, 48.883501985506584]], ""type"": ""MultiPoint""}","48.883501985506584,2.383450508308367",2.383450508308367,48.883501985506584
326,SANISETTE,,face au 196 BOULEVARD DE LA VILLETTE,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.370336342149233, 48.882213723425714]], ""type"": ""MultiPoint""}","48.882213723425714,2.370336342149233",2.370336342149233,48.882213723425714
327,SANISETTE,,RUE CESARIA EVORA,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.377469825874642, 48.89769666177365]], ""type"": ""MultiPoint""}","48.89769666177365,2.377469825874642",2.377469825874642,48.89769666177365
328,SANISETTE,,14  RUE SAINT MARTIN,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.349797594005607, 48.858200967363395]], ""type"": ""MultiPoint""}","48.858200967363395,2.349797594005607",2.349797594005607,48.858200967363395
329,SANISETTE,,face au 50 RUE DE RIVOLI,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.354183092290366, 48.85678942451888]], ""type"": ""MultiPoint""}","48.85678942451888,2.354183092290366",2.354183092290366,48.85678942451888
330,SANISETTE,,8  RUE JEAN CALVIN,75005,24h/24h,Oui,Non,,"{""coordinates"": [[2.348691572286761, 48.8416407780507]], ""type"": ""MultiPoint""}","48.8416407780507,2.348691572286761",2.348691572286761,48.8416407780507
331,TOILETTES,,PARC MONCEAU,75008,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-monceau-1804,"{""coordinates"": [[2.309077189142378, 48.88027485340873]], ""type"": ""MultiPoint""}","48.88027485340873,2.309077189142378",2.309077189142378,48.88027485340873
332,TOILETTES,,SQUARE JULES VERNE,75011,Voir fiche équipement,Oui,Oui,https://www.paris.fr/equipements/square-jules-verne-2841,"{""coordinates"": [[2.375293804571365, 48.87001971632358]], ""type"": ""MultiPoint""}","48.87001971632358,2.375293804571365",2.375293804571365,48.87001971632358
333,TOILETTES,,JARDIN DE REUILLY - PAUL PERNIN,75012,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-de-reuilly-paul-pernin-2573,"{""coordinates"": [[2.388283524133826, 48.84285653768209]], ""type"": ""MultiPoint""}","48.84285653768209,2.388283524133826",2.388283524133826,48.84285653768209
334,TOILETTES,,SQUARE DE LA RUE LEON FRAPIE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-leon-frapie-2722,"{""coordinates"": [[2.412143699957275, 48.87242040371037]], ""type"": ""MultiPoint""}","48.87242040371037,2.412143699957275",2.412143699957275,48.87242040371037
335,TOILETTES,,JARDIN DE L'HOSPICE DEBROUSSE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-de-l-hospice-debrousse-16194,"{""coordinates"": [[2.406993138173421, 48.862359830386104]], ""type"": ""MultiPoint""}","48.862359830386104,2.406993138173421",2.406993138173421,48.862359830386104
336,TOILETTES,,JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL,75013,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardins-abbe-pierre-grands-moulins-5044,"{""coordinates"": [[2.379618715998577, 48.82961671975898]], ""type"": ""MultiPoint""}","48.82961671975898,2.379618715998577",2.379618715998577,48.82961671975898
337,TOILETTES,,JARDIN DE LA DALLE FOUGERE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-leon-frapie-2722,"{""coordinates"": [[2.412431784164808, 48.87218012240723]], ""type"": ""MultiPoint""}","48.87218012240723,2.412431784164808",2.412431784164808,48.87218012240723
338,TOILETTES,,SQUARE DU TEMPLE,75003,Voir fiche équipement,Non,Oui,https://www.paris.fr/equipements/square-du-temple-elie-wiesel-2425,"{""coordinates"": [[2.360499747594259, 48.86428649147141]], ""type"": ""MultiPoint""}","48.86428649147141,2.360499747594259",2.360499747594259,48.86428649147141
339,TOILETTES,,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),75003,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-anne-frank-2737,"{""coordinates"": [[2.354528582794358, 48.86140027201583]], ""type"": ""MultiPoint""}","48.86140027201583,2.354528582794358",2.354528582794358,48.86140027201583
340,TOILETTES,,JARDIN JAMES JOYCE,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-james-joyce-2560,"{""coordinates"": [[2.373750809302066, 48.836321686226896]], ""type"": ""MultiPoint""}","48.836321686226896,2.373750809302066",2.373750809302066,48.836321686226896
341,TOILETTES,,SQUARE FLORENCE BLUMENTHAL,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-florence-blumenthal-2523,"{""coordinates"": [[2.367317874534179, 48.82749838275663]], ""type"": ""MultiPoint""}","48.82749838275663,2.367317874534179",2.367317874534179,48.82749838275663
342,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.385168519889268, 48.87986955015693]], ""type"": ""MultiPoint""}","48.87986955015693,2.385168519889268",2.385168519889268,48.87986955015693
343,TOILETTES,,JARDIN DEBERGUE-RENDEZ-VOUS,75012,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-debergue-rendez-vous-2848,"{""coordinates"": [[2.403911070709572, 48.84657173098482]], ""type"": ""MultiPoint""}","48.84657173098482,2.403911070709572",2.403911070709572,48.84657173098482
344,TOILETTES,,SQUARE DE LA RUE BAYEN,75017,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-olave-et-robert-baden-powell-ex-bayen-2630,"{""coordinates"": [[2.290614026007785, 48.88215739534307]], ""type"": ""MultiPoint""}","48.88215739534307,2.290614026007785",2.290614026007785,48.88215739534307
345,TOILETTES,,JARDIN DE LA RUE GINETTE NEVEU,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-de-la-rue-ginette-neveu-2654,"{""coordinates"": [[2.345035089551902, 48.900016901607415]], ""type"": ""MultiPoint""}","48.900016901607415,2.345035089551902",2.345035089551902,48.900016901607415
346,WC PUBLICS PERMANENTS,,Parc Rives de Seine,75001,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.342722494673272, 48.85831632949923]], ""type"": ""MultiPoint""}","48.85831632949923,2.342722494673272",2.342722494673272,48.85831632949923
347,SANISETTE,,179  QUAI DE VALMY,75010,6h/1h,Oui,Non,,"{""coordinates"": [[2.367317820510683, 48.88016342714386]], ""type"": ""MultiPoint""}","48.88016342714386,2.367317820510683",2.367317820510683,48.88016342714386
348,SANISETTE,,18  AVENUE JEAN AICARD,75011,6h/1h,Oui,Non,,"{""coordinates"": [[2.380958599624835, 48.86569698373071]], ""type"": ""MultiPoint""}","48.86569698373071,2.380958599624835",2.380958599624835,48.86569698373071
349,SANISETTE,,283  RUE DE CHARENTON,75012,6h/1h,Oui,Non,,"{""coordinates"": [[2.393533357001098, 48.83473828707719]], ""type"": ""MultiPoint""}","48.83473828707719,2.393533357001098",2.393533357001098,48.83473828707719
350,SANISETTE,,face au 32  BOULEVARD EDGAR QUINET,75014,24h/24h,Oui,Non,,"{""coordinates"": [[2.326831211101864, 48.84047147744345]], ""type"": ""MultiPoint""}","48.84047147744345,2.326831211101864",2.326831211101864,48.84047147744345
351,SANISETTE,,4  PLACE DE BRETEUIL,75015,6h/22h,Oui,Non,,"{""coordinates"": [[2.3109598986410163, 48.84733413997167]], ""type"": ""MultiPoint""}","48.84733413997167,2.3109598986410163",2.3109598986410163,48.84733413997167
352,SANISETTE,,BOULEVARD GARIBALDI,75015,6h/22h,Oui,Non,,"{""coordinates"": [[2.302072031091217, 48.8478417919066]], ""type"": ""MultiPoint""}","48.8478417919066,2.302072031091217",2.302072031091217,48.8478417919066
353,SANISETTE,,3  RUE DE LA GOUTTE D OR,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.354863996144927, 48.885028142206096]], ""type"": ""MultiPoint""}","48.885028142206096,2.354863996144927",2.354863996144927,48.885028142206096
354,SANISETTE,,opposé au 17 RUE LIEUTENANT COLONEL DAX,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.340228067255163, 48.900705833417085]], ""type"": ""MultiPoint""}","48.900705833417085,2.340228067255163",2.340228067255163,48.900705833417085
355,SANISETTE,,9  AVENUE DE LA PORTE DE LA VILLETTE,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.386774783986592, 48.898974839975054]], ""type"": ""MultiPoint""}","48.898974839975054,2.386774783986592",2.386774783986592,48.898974839975054
356,SANISETTE,,171  RUE DES PYRENEES,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.40102151004381, 48.86001571292929]], ""type"": ""MultiPoint""}","48.86001571292929,2.40102151004381",2.40102151004381,48.86001571292929
357,SANISETTE,,32  AVENUE GEORGE V,75008,6h/22h,Oui,Non,,"{""coordinates"": [[2.30122008119351, 48.868840348754716]], ""type"": ""MultiPoint""}","48.868840348754716,2.30122008119351",2.30122008119351,48.868840348754716
358,SANISETTE,,65  BOULEVARD DE CLICHY,75009,24h/24h,Oui,Non,,"{""coordinates"": [[2.331784835499315, 48.88398130352188]], ""type"": ""MultiPoint""}","48.88398130352188,2.331784835499315",2.331784835499315,48.88398130352188
359,SANISETTE,,SQUARE ALBAN SATRAGNE,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.3558626724604173, 48.87578071143161]], ""type"": ""MultiPoint""}","48.87578071143161,2.3558626724604173",2.3558626724604173,48.87578071143161
360,SANISETTE,,face au 4 AVENUE CLAUDE VELLEFAUX,75010,6h/1h,Oui,Non,,"{""coordinates"": [[2.369583030462242, 48.872315075210196]], ""type"": ""MultiPoint""}","48.872315075210196,2.369583030462242",2.369583030462242,48.872315075210196
361,TOILETTES,,SQUARE DES MISSIONS ETRANGERES,75007,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-des-missions-etrangeres-2463,"{""coordinates"": [[2.324502934107624, 48.85240888634458]], ""type"": ""MultiPoint""}","48.85240888634458,2.324502934107624",2.324502934107624,48.85240888634458
362,TOILETTES,,SQUARE MAURICE GARDETTE,75011,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-maurice-gardette-2725,"{""coordinates"": [[2.378748375701655, 48.86145746772124]], ""type"": ""MultiPoint""}","48.86145746772124,2.378748375701655",2.378748375701655,48.86145746772124
363,TOILETTES,,JARDIN EMILE GALLE,75011,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-emile-galle-2730,"{""coordinates"": [[2.390465302238812, 48.85378509897565]], ""type"": ""MultiPoint""}","48.85378509897565,2.390465302238812",2.390465302238812,48.85378509897565
364,TOILETTES,,SQUARE LOUIS MAJORELLE,75011,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-louis-majorelle-2733,"{""coordinates"": [[2.380924006050463, 48.85199247850565]], ""type"": ""MultiPoint""}","48.85199247850565,2.380924006050463",2.380924006050463,48.85199247850565
365,TOILETTES,,PARC DE BERCY,75012,Voir fiche équipement,Oui,Oui,https://www.paris.fr/equipements/jardin-georges-duhamel-2559,"{""coordinates"": [[2.382471399395286, 48.83398319424073]], ""type"": ""MultiPoint""}","48.83398319424073,2.382471399395286",2.382471399395286,48.83398319424073
366,TOILETTES,,JARDIN DE LA FOLIE TITON,75011,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-de-la-folie-titon-2842,"{""coordinates"": [[2.385387214042942, 48.8521493384893]], ""type"": ""MultiPoint""}","48.8521493384893,2.385387214042942",2.385387214042942,48.8521493384893
367,TOILETTES,,PARC MONTSOURIS,75014,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867,"{""coordinates"": [[2.336047447095454, 48.82123528431706]], ""type"": ""MultiPoint""}","48.82123528431706,2.336047447095454",2.336047447095454,48.82123528431706
368,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.380334558131946, 48.88014301552132]], ""type"": ""MultiPoint""}","48.88014301552132,2.380334558131946",2.380334558131946,48.88014301552132
369,TOILETTES,,PARC DES BUTTES CHAUMONT,75019,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757,"{""coordinates"": [[2.380790072781452, 48.876855458646126]], ""type"": ""MultiPoint""}","48.876855458646126,2.380790072781452",2.380790072781452,48.876855458646126
370,TOILETTES,,COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS,75012,Voir fiche équipement,Oui,Oui,https://www.paris.fr/equipements/square-philippe-farine-ex-square-du-mail-gatbois-2601,"{""coordinates"": [[2.381996878028027, 48.84435659883764]], ""type"": ""MultiPoint""}","48.84435659883764,2.381996878028027",2.381996878028027,48.84435659883764
371,TOILETTES,,SQUARE PAUL LANGEVIN,75005,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-paul-langevin-2446,"{""coordinates"": [[2.349373393516292, 48.84815530354401]], ""type"": ""MultiPoint""}","48.84815530354401,2.349373393516292",2.349373393516292,48.84815530354401
372,SANISETTE,,opposé au 52 bis BOULEVARD RICHARD LENOIR,75011,6h/22h,Oui,Non,,"{""coordinates"": [[2.37200200665522, 48.85930978120497]], ""type"": ""MultiPoint""}","48.85930978120497,2.37200200665522",2.37200200665522,48.85930978120497
373,SANISETTE,,124  AVENUE DU GENERAL MICHEL BIZOT,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.404662780036119, 48.840456320638104]], ""type"": ""MultiPoint""}","48.840456320638104,2.404662780036119",2.404662780036119,48.840456320638104
374,SANISETTE,,32  BOULEVARD DIDEROT,75012,24h/24h,Oui,Non,,"{""coordinates"": [[2.376547762162363, 48.846112571054796]], ""type"": ""MultiPoint""}","48.846112571054796,2.376547762162363",2.376547762162363,48.846112571054796
375,SANISETTE,,90  RUE DE TOLBIAC,75013,6h/1h,Oui,Non,,"{""coordinates"": [[2.364581365240385, 48.82683406786535]], ""type"": ""MultiPoint""}","48.82683406786535,2.364581365240385",2.364581365240385,48.82683406786535
376,SANISETTE,,face au 159 AVENUE DE CHOISY,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.358453201102806, 48.828198365793185]], ""type"": ""MultiPoint""}","48.828198365793185,2.358453201102806",2.358453201102806,48.828198365793185
377,SANISETTE,,opposé au 17 BOULEVARD AUGUSTE BLANQUI,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.3533725291965792, 48.83062624643756]], ""type"": ""MultiPoint""}","48.83062624643756,2.3533725291965792",2.3533725291965792,48.83062624643756
378,SANISETTE,,face au 14 AVENUE RENE COTY,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.333834169548373, 48.83036895346168]], ""type"": ""MultiPoint""}","48.83036895346168,2.333834169548373",2.333834169548373,48.83036895346168
379,SANISETTE,,23  RUE DU DEPART,75014,24h/24h,Oui,Non,,"{""coordinates"": [[2.323164983219899, 48.84217571141368]], ""type"": ""MultiPoint""}","48.84217571141368,2.323164983219899",2.323164983219899,48.84217571141368
380,SANISETTE,,26  PLACE ETIENNE PERNET,75015,24h/24h,Oui,Non,,"{""coordinates"": [[2.292137239974755, 48.84258937721881]], ""type"": ""MultiPoint""}","48.84258937721881,2.292137239974755",2.292137239974755,48.84258937721881
381,SANISETTE,,2  PLACE DE BARCELONE,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.273632592942298, 48.84768231148525]], ""type"": ""MultiPoint""}","48.84768231148525,2.273632592942298",2.273632592942298,48.84768231148525
382,SANISETTE,,135  AVENUE DE CLICHY,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.319670103069588, 48.89080735250064]], ""type"": ""MultiPoint""}","48.89080735250064,2.319670103069588",2.319670103069588,48.89080735250064
383,SANISETTE,,74  AVENUE DE SAINT OUEN,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.3271840142740983, 48.89193708249992]], ""type"": ""MultiPoint""}","48.89193708249992,2.3271840142740983",2.3271840142740983,48.89193708249992
384,SANISETTE,,RUE DE L'EVANGILE,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.361214699113301, 48.89149999854925]], ""type"": ""MultiPoint""}","48.89149999854925,2.361214699113301",2.361214699113301,48.89149999854925
385,SANISETTE,,RUE HENRI HUCHARD,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.334164088675307, 48.898997853477596]], ""type"": ""MultiPoint""}","48.898997853477596,2.334164088675307",2.334164088675307,48.898997853477596
386,SANISETTE,,92  RUE CURIAL,75019,6h/22h,Oui,Non,,"{""coordinates"": [[2.375661473541838, 48.895834539709824]], ""type"": ""MultiPoint""}","48.895834539709824,2.375661473541838",2.375661473541838,48.895834539709824
387,SANISETTE,,RUE DE CRIMEE,75019,6h/1h,Oui,Non,,"{""coordinates"": [[2.379033965091644, 48.88883561898796]], ""type"": ""MultiPoint""}","48.88883561898796,2.379033965091644",2.379033965091644,48.88883561898796
388,SANISETTE,,44  RUE BERGER,75001,6h/1h,Oui,Non,,"{""coordinates"": [[2.342203221829112, 48.86234030275965]], ""type"": ""MultiPoint""}","48.86234030275965,2.342203221829112",2.342203221829112,48.86234030275965
389,SANISETTE,,face au 34 RUE DU GRENIER SAINT LAZARE,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.352717714733575, 48.8630936107319]], ""type"": ""MultiPoint""}","48.8630936107319,2.352717714733575",2.352717714733575,48.8630936107319
390,SANISETTE,,123  RUE SAINT JACQUES,75005,6h/1h,Oui,Non,,"{""coordinates"": [[2.343987824033075, 48.84781204558067]], ""type"": ""MultiPoint""}","48.84781204558067,2.343987824033075",2.343987824033075,48.84781204558067
391,SANISETTE,,face au 139 BOULEVARD SAINT MICHEL,75006,24h/24h,Oui,Non,,"{""coordinates"": [[2.337484628388991, 48.84175443253953]], ""type"": ""MultiPoint""}","48.84175443253953,2.337484628388991",2.337484628388991,48.84175443253953
392,SANISETTE,,186  BOULEVARD SAINT GERMAIN,75006,24h/24h,Oui,Non,,"{""coordinates"": [[2.330995211131629, 48.854428127216]], ""type"": ""MultiPoint""}","48.854428127216,2.330995211131629",2.330995211131629,48.854428127216
393,SANISETTE,,41  PLACE DE FINLANDE,75007,24h/24h,Oui,Non,,"{""coordinates"": [[2.310808622720738, 48.86247699359682]], ""type"": ""MultiPoint""}","48.86247699359682,2.310808622720738",2.310808622720738,48.86247699359682
394,TOILETTES,,JARDIN CATHERINE LABOURE,75007,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-catherine-laboure-2465,"{""coordinates"": [[2.320485393255728, 48.85140130471326]], ""type"": ""MultiPoint""}","48.85140130471326,2.320485393255728",2.320485393255728,48.85140130471326
395,TOILETTES,,SQUARE FROT-PHALSBOURG,75011,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-frot-phalsbourg-2845,"{""coordinates"": [[2.385394116472173, 48.85582536021133]], ""type"": ""MultiPoint""}","48.85582536021133,2.385394116472173",2.385394116472173,48.85582536021133
396,TOILETTES,,SQUARE ALAIN BASHUNG,75018,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-alain-bashung-15429,"{""coordinates"": [[2.356093168659291, 48.88506257518371]], ""type"": ""MultiPoint""}","48.88506257518371,2.356093168659291",2.356093168659291,48.88506257518371
397,TOILETTES,,BOIS DE BOULOGNE - PARC DE BAGATELLE - GRILLE DE SEVRES,75016,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-de-bagatelle-1808,"{""coordinates"": [[2.246175578808388, 48.87056564529141]], ""type"": ""MultiPoint""}","48.87056564529141,2.246175578808388",2.246175578808388,48.87056564529141
398,TOILETTES,,SQUARE LEOPOLD ACHILLE,75003,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-leopold-achille-2431,"{""coordinates"": [[2.363290758247611, 48.85822475886469]], ""type"": ""MultiPoint""}","48.85822475886469,2.363290758247611",2.363290758247611,48.85822475886469
399,TOILETTES,,JARDIN NATUREL-PIERRE EMMANUEL,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-lesseps-17432,"{""coordinates"": [[2.399128749545261, 48.85873792339389]], ""type"": ""MultiPoint""}","48.85873792339389,2.399128749545261",2.399128749545261,48.85873792339389
400,TOILETTES,,SQUARE DU SERMENT DE KOUFRA,75014,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-du-serment-de-koufra-1773,"{""coordinates"": [[2.323600153804334, 48.822256265999734]], ""type"": ""MultiPoint""}","48.822256265999734,2.323600153804334",2.323600153804334,48.822256265999734
401,TOILETTES,,JARDINS DE LA PORTE DE SAINT CLOUD,75016,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623,"{""coordinates"": [[2.254693572298353, 48.835869491249895]], ""type"": ""MultiPoint""}","48.835869491249895,2.254693572298353",2.254693572298353,48.835869491249895
402,TOILETTES,,SQUARE CARPEAUX,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-carpeaux-2646,"{""coordinates"": [[2.331619279991791, 48.891476402292284]], ""type"": ""MultiPoint""}","48.891476402292284,2.331619279991791",2.331619279991791,48.891476402292284
403,TOILETTES,,SQUARE DE LA TOUR SAINT-JACQUES,75004,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-de-la-tour-saint-jacques-33,"{""coordinates"": [[2.349321271888649, 48.85778654782919]], ""type"": ""MultiPoint""}","48.85778654782919,2.349321271888649",2.349321271888649,48.85778654782919
404,SANISETTE,,116  QUAI DE JEMMAPES,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.363649699340373, 48.87492457138504]], ""type"": ""MultiPoint""}","48.87492457138504,2.363649699340373",2.363649699340373,48.87492457138504
405,SANISETTE,,27  RUE DE LA ROQUETTE,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.372855378710675, 48.854888192016624]], ""type"": ""MultiPoint""}","48.854888192016624,2.372855378710675",2.372855378710675,48.854888192016624
406,SANISETTE,,4  BOULEVARD DIDEROT,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.369251752524021, 48.84528888185513]], ""type"": ""MultiPoint""}","48.84528888185513,2.369251752524021",2.369251752524021,48.84528888185513
407,SANISETTE,,18  RUE ERARD,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.384916436097444, 48.845592298253614]], ""type"": ""MultiPoint""}","48.845592298253614,2.384916436097444",2.384916436097444,48.845592298253614
