,TYPE,STATUT,ADRESSE,ARRONDISSEMENT,HORAIRE,ACCES_PMR,RELAIS_BEBE,URL_FICHE_EQUIPEMENT,geo_shape,geo_point_2d,lon,lat
408,SANISETTE,,88  RUE DE LYON,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.370285957563933, 48.850846776539186]], ""type"": ""MultiPoint""}","48.850846776539186,2.370285957563933",2.370285957563933,48.850846776539186
409,SANISETTE,,RUE CLISSON,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.3653014793666163, 48.829376228032494]], ""type"": ""MultiPoint""}","48.829376228032494,2.3653014793666163",2.3653014793666163,48.829376228032494
410,SANISETTE,,38  RUE DU CHEVALERET,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.376734201906194, 48.82822850829953]], ""type"": ""MultiPoint""}","48.82822850829953,2.376734201906194",2.376734201906194,48.82822850829953
411,SANISETTE,,95  BOULEVARD DE PORT ROYAL,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.3418057664472203, 48.838270229702346]], ""type"": ""MultiPoint""}","48.838270229702346,2.3418057664472203",2.3418057664472203,48.838270229702346
412,SANISETTE,,63  AVENUE DU GENERAL LECLERC,75014,24h/24h,Oui,Non,,"{""coordinates"": [[2.327979589558433, 48.82896483276907]], ""type"": ""MultiPoint""}","48.82896483276907,2.327979589558433",2.327979589558433,48.82896483276907
413,SANISETTE,,face au 231 RUE RAYMOND LOSSERAND,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.305654042759093, 48.82794450370339]], ""type"": ""MultiPoint""}","48.82794450370339,2.305654042759093",2.305654042759093,48.82794450370339
414,SANISETTE,,189  RUE D ALESIA,75014,24h/24h,Oui,Non,,"{""coordinates"": [[2.316109393517265, 48.83125608516332]], ""type"": ""MultiPoint""}","48.83125608516332,2.316109393517265",2.316109393517265,48.83125608516332
415,SANISETTE,,face au 12 PLACE DES ETATS UNIS,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.293740160699615, 48.86830253319043]], ""type"": ""MultiPoint""}","48.86830253319043,2.293740160699615",2.293740160699615,48.86830253319043
416,SANISETTE,,BOULEVARD MURAT,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.256178234666151, 48.84223492178067]], ""type"": ""MultiPoint""}","48.84223492178067,2.256178234666151",2.256178234666151,48.84223492178067
417,SANISETTE,,opposé au 22 BOULEVARD DES BATIGNOLLES,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.325230210633042, 48.88309755113287]], ""type"": ""MultiPoint""}","48.88309755113287,2.325230210633042",2.325230210633042,48.88309755113287
418,SANISETTE,,face au 17 RUE POLONCEAU,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.353401466086345, 48.88563235320071]], ""type"": ""MultiPoint""}","48.88563235320071,2.353401466086345",2.353401466086345,48.88563235320071
419,SANISETTE,,96  BOULEVARD BARBES,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.3497411441355602, 48.89143639044488]], ""type"": ""MultiPoint""}","48.89143639044488,2.3497411441355602",2.3497411441355602,48.89143639044488
420,SANISETTE,,PLACE SUZANNE VALADON,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.342736029209813, 48.8844550476974]], ""type"": ""MultiPoint""}","48.8844550476974,2.342736029209813",2.342736029209813,48.8844550476974
421,SANISETTE,,1  RUE BELGRAND,75020,24h/24h,Oui,Non,,"{""coordinates"": [[2.399823703089333, 48.864920416418464]], ""type"": ""MultiPoint""}","48.864920416418464,2.399823703089333",2.399823703089333,48.864920416418464
422,SANISETTE,,41  BOULEVARD BOURDON,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.368356693963534, 48.8526426890932]], ""type"": ""MultiPoint""}","48.8526426890932,2.368356693963534",2.368356693963534,48.8526426890932
423,SANISETTE,,RUE SAINT JACQUES,75005,6h/1h,Oui,Non,,"{""coordinates"": [[2.343987824033075, 48.84781204558067]], ""type"": ""MultiPoint""}","48.84781204558067,2.343987824033075",2.343987824033075,48.84781204558067
424,SANISETTE,,26  RUE BUFFON,75005,6h/22h,Oui,Non,,"{""coordinates"": [[2.356224683117664, 48.841308049754275]], ""type"": ""MultiPoint""}","48.841308049754275,2.356224683117664",2.356224683117664,48.841308049754275
425,SANISETTE,,9  AVENUE DES GOBELINS,75005,6h/1h,Oui,Non,,"{""coordinates"": [[2.351186507903939, 48.83795209152188]], ""type"": ""MultiPoint""}","48.83795209152188,2.351186507903939",2.351186507903939,48.83795209152188
426,SANISETTE,,135 bis BOULEVARD DU MONTPARNASSE,75006,6h/22h,Oui,Non,,"{""coordinates"": [[2.332328604387268, 48.841202569450836]], ""type"": ""MultiPoint""}","48.841202569450836,2.332328604387268",2.332328604387268,48.841202569450836
427,SANISETTE,,75  BOULEVARD SAINT GERMAIN,75006,24h/24h,Oui,Non,,"{""coordinates"": [[2.342803068261682, 48.851388278836424]], ""type"": ""MultiPoint""}","48.851388278836424,2.342803068261682",2.342803068261682,48.851388278836424
428,SANISETTE,,JARDIN DU CHAMPS DE MARS,75007,6h/22h,Oui,Non,,"{""coordinates"": [[2.300536612101094, 48.8548917342077]], ""type"": ""MultiPoint""}","48.8548917342077,2.300536612101094",2.300536612101094,48.8548917342077
429,SANISETTE,,12  PLACE GEORGES GUILLAUMIN,75008,24h/24h,Oui,Non,,"{""coordinates"": [[2.303210664567426, 48.87477424791767]], ""type"": ""MultiPoint""}","48.87477424791767,2.303210664567426",2.303210664567426,48.87477424791767
430,SANISETTE,,RUE VIGNON,75009,24h/24h,Oui,Non,,"{""coordinates"": [[2.326530446470896, 48.87252784014988]], ""type"": ""MultiPoint""}","48.87252784014988,2.326530446470896",2.326530446470896,48.87252784014988
431,SANISETTE,,5  BOULEVARD DE CLICHY,75009,24h/24h,Oui,Non,,"{""coordinates"": [[2.339163301036448, 48.882089018714574]], ""type"": ""MultiPoint""}","48.882089018714574,2.339163301036448",2.339163301036448,48.882089018714574
432,TOILETTES,,JARDIN CYPRIAN KAMIL NORWID,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-cyprian-norwid-2859,"{""coordinates"": [[2.377540667126578, 48.82811812852847]], ""type"": ""MultiPoint""}","48.82811812852847,2.377540667126578",2.377540667126578,48.82811812852847
433,TOILETTES,,SQUARE HELENE BOUCHER,75013,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-helene-boucher-2513,"{""coordinates"": [[2.360310535077049, 48.81872280946736]], ""type"": ""MultiPoint""}","48.81872280946736,2.360310535077049",2.360310535077049,48.81872280946736
434,TOILETTES,,JARDIN BERTHE MORISOT,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-berthe-morisot-2561,"{""coordinates"": [[2.37483450104622, 48.82620278372308]], ""type"": ""MultiPoint""}","48.82620278372308,2.37483450104622",2.37483450104622,48.82620278372308
435,TOILETTES,,SQUARE DE LA RUE DE CHATILLON,75014,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-lionel-assouad-2735,"{""coordinates"": [[2.322543511934719, 48.82795466104957]], ""type"": ""MultiPoint""}","48.82795466104957,2.322543511934719",2.322543511934719,48.82795466104957
436,TOILETTES,,SQUARE EMMANUEL FLEURY,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-emmanuel-fleury-2720,"{""coordinates"": [[2.411086913613466, 48.869910698557405]], ""type"": ""MultiPoint""}","48.869910698557405,2.411086913613466",2.411086913613466,48.869910698557405
437,TOILETTES,,PARC ANDRE CITROEN,75015,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-andre-citroen-1791,"{""coordinates"": [[2.279059099562375, 48.8403808019196]], ""type"": ""MultiPoint""}","48.8403808019196,2.279059099562375",2.279059099562375,48.8403808019196
438,TOILETTES,,SQUARE DES DEUX NETHES,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-des-deux-nethes-2765,"{""coordinates"": [[2.327515102674248, 48.88565854413966]], ""type"": ""MultiPoint""}","48.88565854413966,2.327515102674248",2.327515102674248,48.88565854413966
439,TOILETTES,,SQUARE SEVERINE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-severine-1776,"{""coordinates"": [[2.4097626284528992, 48.86626191584978]], ""type"": ""MultiPoint""}","48.86626191584978,2.4097626284528992",2.4097626284528992,48.86626191584978
440,URINOIR,,RUE BOSSUET,75010,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.352345427862447, 48.878782534922934]], ""type"": ""MultiPoint""}","48.878782534922934,2.352345427862447",2.352345427862447,48.878782534922934
441,SANISETTE,,face au 1 BOULEVARD DE LA VILLETTE,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.376627952756624, 48.8722796194314]], ""type"": ""MultiPoint""}","48.8722796194314,2.376627952756624",2.376627952756624,48.8722796194314
442,SANISETTE,,RUE DU FAUBOURG DU TEMPLE,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.365320295334627, 48.868029196720336]], ""type"": ""MultiPoint""}","48.868029196720336,2.365320295334627",2.365320295334627,48.868029196720336
443,SANISETTE,,54  BOULEVARD DE PICPUS,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.4018852062099443, 48.84368377089712]], ""type"": ""MultiPoint""}","48.84368377089712,2.4018852062099443",2.4018852062099443,48.84368377089712
444,SANISETTE,,opposé au 3 RUE DE L ABBE SOULANGE BODIN,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.317797978892912, 48.83548610047364]], ""type"": ""MultiPoint""}","48.83548610047364,2.317797978892912",2.317797978892912,48.83548610047364
445,SANISETTE,,131  AVENUE DU MAINE,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.324142757336265, 48.83487923125603]], ""type"": ""MultiPoint""}","48.83487923125603,2.324142757336265",2.324142757336265,48.83487923125603
446,SANISETTE,,147  RUE VERCINGETORIX,75014,6h/22h,Oui,Non,,"{""coordinates"": [[2.311419179565337, 48.83257405441342]], ""type"": ""MultiPoint""}","48.83257405441342,2.311419179565337",2.311419179565337,48.83257405441342
447,SANISETTE,,22  RUE GROS,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.275488761174221, 48.85129267928767]], ""type"": ""MultiPoint""}","48.85129267928767,2.275488761174221",2.275488761174221,48.85129267928767
448,SANISETTE,,face au 1 AVENUE STEPHANE MALLARME,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.294364145838022, 48.88754004512377]], ""type"": ""MultiPoint""}","48.88754004512377,2.294364145838022",2.294364145838022,48.88754004512377
449,SANISETTE,,69  AVENUE DE FLANDRE,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.373924071910594, 48.888695362745985]], ""type"": ""MultiPoint""}","48.888695362745985,2.373924071910594",2.373924071910594,48.888695362745985
450,SANISETTE,,face au 12 RUE BELGRAND,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.400778060955302, 48.864879404082494]], ""type"": ""MultiPoint""}","48.864879404082494,2.400778060955302",2.400778060955302,48.864879404082494
451,SANISETTE,,QUAI DE L HOTEL DE VILLE,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.356023599656361, 48.854150671810245]], ""type"": ""MultiPoint""}","48.854150671810245,2.356023599656361",2.356023599656361,48.854150671810245
452,SANISETTE,,face au 12 RUE DE BABYLONE,75007,24h/24h,Oui,Non,,"{""coordinates"": [[2.325180137951544, 48.851626831079074]], ""type"": ""MultiPoint""}","48.851626831079074,2.325180137951544",2.325180137951544,48.851626831079074
453,SANISETTE,,44  BOULEVARD MALESHERBES,75008,6h/22h,Oui,Non,,"{""coordinates"": [[2.320451685354317, 48.87435840225736]], ""type"": ""MultiPoint""}","48.87435840225736,2.320451685354317",2.320451685354317,48.87435840225736
454,SANISETTE,,face au 4 AVENUE DE MESSINE,75008,24h/24h,Oui,Non,,"{""coordinates"": [[2.315115171552737, 48.87541798841174]], ""type"": ""MultiPoint""}","48.87541798841174,2.315115171552737",2.315115171552737,48.87541798841174
455,SANISETTE,,BOULEVARD DE ROCHECHOUART,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.343497799728155, 48.882709085896316]], ""type"": ""MultiPoint""}","48.882709085896316,2.343497799728155",2.343497799728155,48.882709085896316
456,SANISETTE,,8  PLACE JACQUES BONSERGENT,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.36098426518001, 48.8710936939782]], ""type"": ""MultiPoint""}","48.8710936939782,2.36098426518001",2.36098426518001,48.8710936939782
457,SANISETTE,,25  BOULEVARD DE LA VILLETTE,75010,6h/22h,Oui,Non,,"{""coordinates"": [[2.375281769902509, 48.87348074198408]], ""type"": ""MultiPoint""}","48.87348074198408,2.375281769902509",2.375281769902509,48.87348074198408
458,TOILETTES,,JARDIN D'EOLE - ESPLANADE,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075,"{""coordinates"": [[2.365850908359651, 48.8860364099231]], ""type"": ""MultiPoint""}","48.8860364099231,2.365850908359651",2.365850908359651,48.8860364099231
459,TOILETTES,,SQUARE HELOISE ET ABELARD,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-heloise-et-abelard-2498,"{""coordinates"": [[2.3698547770852603, 48.831220695011346]], ""type"": ""MultiPoint""}","48.831220695011346,2.3698547770852603",2.3698547770852603,48.831220695011346
460,TOILETTES,,SQUARE SERGENT AURELIE SALEL,75020,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-du-sergent-aurelie-salel-ex-sorbier-2717,"{""coordinates"": [[2.391297908966135, 48.867159406218995]], ""type"": ""MultiPoint""}","48.867159406218995,2.391297908966135",2.391297908966135,48.867159406218995
461,TOILETTES,,SQUARE NICOLE DE HAUTECLOCQUE,75015,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-nicole-de-hauteclocque-2558,"{""coordinates"": [[2.293571433539884, 48.85258139102268]], ""type"": ""MultiPoint""}","48.85258139102268,2.293571433539884",2.293571433539884,48.85258139102268
462,TOILETTES,,SQUARE DE LA RUE RENE BINET,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/jardin-rene-binet-2685,"{""coordinates"": [[2.338233278110479, 48.899535275674594]], ""type"": ""MultiPoint""}","48.899535275674594,2.338233278110479",2.338233278110479,48.899535275674594
463,TOILETTES,,JARDIN MARIA VERONE,75018,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-maria-verone-2763,"{""coordinates"": [[2.3358751815764123, 48.897104575300425]], ""type"": ""MultiPoint""}","48.897104575300425,2.3358751815764123",2.3358751815764123,48.897104575300425
464,TOILETTES,,PARC DE BELLEVILLE,75020,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-des-couronnes-2748,"{""coordinates"": [[2.384968927744539, 48.87154116321315]], ""type"": ""MultiPoint""}","48.87154116321315,2.384968927744539",2.384968927744539,48.87154116321315
465,WC PUBLICS PERMANENTS,,Sous le pont Louis Philippe,75004,Voir fiche équipement,Non,Non,,"{""coordinates"": [[2.354644393586068, 48.85420227463654]], ""type"": ""MultiPoint""}","48.85420227463654,2.354644393586068",2.354644393586068,48.85420227463654
466,SANISETTE,,2  AVENUE DE BOUVINES,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.396302106543346, 48.84957781951283]], ""type"": ""MultiPoint""}","48.84957781951283,2.396302106543346",2.396302106543346,48.84957781951283
467,SANISETTE,,135  AVENUE PARMENTIER,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.371160533263756, 48.869684239435124]], ""type"": ""MultiPoint""}","48.869684239435124,2.371160533263756",2.371160533263756,48.869684239435124
468,SANISETTE,,7  RUE JOSEPH CHAILLEY,75012,6h/1h,Oui,Non,,"{""coordinates"": [[2.40401437963367, 48.83322595005884]], ""type"": ""MultiPoint""}","48.83322595005884,2.40401437963367",2.40401437963367,48.83322595005884
469,SANISETTE,,90  COURS DE VINCENNES,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.407478775285201, 48.8471076974426]], ""type"": ""MultiPoint""}","48.8471076974426,2.407478775285201",2.407478775285201,48.8471076974426
470,SANISETTE,,AVENUE CLAUDE REGAUD,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.372763643662198, 48.822344736321774]], ""type"": ""MultiPoint""}","48.822344736321774,2.372763643662198",2.372763643662198,48.822344736321774
471,SANISETTE,,6  BOULEVARD PASTEUR,75015,24h/24h,Oui,Non,,"{""coordinates"": [[2.311014246402828, 48.84473649708047]], ""type"": ""MultiPoint""}","48.84473649708047,2.311014246402828",2.311014246402828,48.84473649708047
472,SANISETTE,,face au 22 PLACE DUPLEIX,75015,24h/24h,Oui,Non,,"{""coordinates"": [[2.29512258025372, 48.85104533855425]], ""type"": ""MultiPoint""}","48.85104533855425,2.29512258025372",2.29512258025372,48.85104533855425
473,SANISETTE,,face au 5 PLACE DU COMMERCE,75015,6h/22h,Oui,Non,,"{""coordinates"": [[2.292182467856254, 48.845378213876145]], ""type"": ""MultiPoint""}","48.845378213876145,2.292182467856254",2.292182467856254,48.845378213876145
474,SANISETTE,,AVENUE PAUL DOUMER,75016,24h/24h,Oui,Non,,"{""coordinates"": [[2.286382033570447, 48.862157963392185]], ""type"": ""MultiPoint""}","48.862157963392185,2.286382033570447",2.286382033570447,48.862157963392185
475,SANISETTE,,23  RUE LAMBERT,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.3451542761026403, 48.889063914793674]], ""type"": ""MultiPoint""}","48.889063914793674,2.3451542761026403",2.3451542761026403,48.889063914793674
476,SANISETTE,,face au 3 PLACE SAINT PIERRE,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.344662211897329, 48.88449210942008]], ""type"": ""MultiPoint""}","48.88449210942008,2.344662211897329",2.344662211897329,48.88449210942008
477,SANISETTE,,101  RUE ALEXANDRE DUMAS,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.400081520777228, 48.855403987768895]], ""type"": ""MultiPoint""}","48.855403987768895,2.400081520777228",2.400081520777228,48.855403987768895
478,SANISETTE,,face au 121 RUE DES PYRENEES,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.404517268525465, 48.85704901565088]], ""type"": ""MultiPoint""}","48.85704901565088,2.404517268525465",2.404517268525465,48.85704901565088
479,SANISETTE,,3  RUE SORBIER,75020,24h/24h,Oui,Non,,"{""coordinates"": [[2.389888644388741, 48.8684257392606]], ""type"": ""MultiPoint""}","48.8684257392606,2.389888644388741",2.389888644388741,48.8684257392606
480,SANISETTE,,73  RUE REAUMUR,75002,6h/22h,Oui,Non,,"{""coordinates"": [[2.349571365122188, 48.86679354360574]], ""type"": ""MultiPoint""}","48.86679354360574,2.349571365122188",2.349571365122188,48.86679354360574
481,SANISETTE,,90  BOULEVARD DE SEBASTOPOL,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.352544366189737, 48.86601791753035]], ""type"": ""MultiPoint""}","48.86601791753035,2.352544366189737",2.352544366189737,48.86601791753035
482,SANISETTE,,2  RUE DES QUATRE FILS,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.360700687397763, 48.860059866028]], ""type"": ""MultiPoint""}","48.860059866028,2.360700687397763",2.360700687397763,48.860059866028
483,SANISETTE,,4  RUE SALOMON DE CAUS,75003,6h/22h,Oui,Non,,"{""coordinates"": [[2.354020375521618, 48.8673644300438]], ""type"": ""MultiPoint""}","48.8673644300438,2.354020375521618",2.354020375521618,48.8673644300438
484,SANISETTE,,36  BOULEVARD DE SEBASTOPOL,75004,24h/24h,Oui,Non,,"{""coordinates"": [[2.350030857031587, 48.861537352383735]], ""type"": ""MultiPoint""}","48.861537352383735,2.350030857031587",2.350030857031587,48.861537352383735
485,SANISETTE,,BOULEVARD MALESHERBES,75008,6h/22h,Oui,Non,,"{""coordinates"": [[2.323053984722453, 48.87072323445267]], ""type"": ""MultiPoint""}","48.87072323445267,2.323053984722453",2.323053984722453,48.87072323445267
486,SANISETTE,,2  AVENUE MARCEAU,75008,24h/24h,Oui,Non,,"{""coordinates"": [[2.300183446079439, 48.86519333667549]], ""type"": ""MultiPoint""}","48.86519333667549,2.300183446079439",2.300183446079439,48.86519333667549
487,SANISETTE,,17  BOULEVARD DE ROCHECHOUART,75009,24h/24h,Oui,Non,,"{""coordinates"": [[2.34743316865442, 48.883420611557554]], ""type"": ""MultiPoint""}","48.883420611557554,2.34743316865442",2.34743316865442,48.883420611557554
488,TOILETTES,,SQUARE MARIE CURIE,75013,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-marie-curie-2496,"{""coordinates"": [[2.363377117758927, 48.84118348892286]], ""type"": ""MultiPoint""}","48.84118348892286,2.363377117758927",2.363377117758927,48.84118348892286
489,TOILETTES,,SQUARE RENE LE GALL,75013,Voir fiche équipement,Oui,Oui,https://www.paris.fr/equipements/square-rene-le-gall-1766,"{""coordinates"": [[2.348139168393053, 48.83133948649257]], ""type"": ""MultiPoint""}","48.83133948649257,2.348139168393053",2.348139168393053,48.83133948649257
490,TOILETTES,,JARDIN GEORGES DUHAMEL,75013,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/jardin-georges-duhamel-2559,"{""coordinates"": [[2.377715670547634, 48.831979630954024]], ""type"": ""MultiPoint""}","48.831979630954024,2.377715670547634",2.377715670547634,48.831979630954024
491,TOILETTES,,JARDIN DURANTON,75015,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-duranton-2534,"{""coordinates"": [[2.285555470390217, 48.84127765140588]], ""type"": ""MultiPoint""}","48.84127765140588,2.285555470390217",2.285555470390217,48.84127765140588
492,TOILETTES,,JARDIN MEDIEVAL DU MUSEE DE CLUNY,75005,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/square-paul-painleve-2444,"{""coordinates"": [[2.344087165266142, 48.85081103124964]], ""type"": ""MultiPoint""}","48.85081103124964,2.344087165266142",2.344087165266142,48.85081103124964
493,TOILETTES,,JARDIN DE L'HOPITAL SAINTE-PERINE,75016,Voir fiche équipement,Non,Non,https://www.paris.fr/equipements/parc-sainte-perine-1806,"{""coordinates"": [[2.269172604439539, 48.84484410447445]], ""type"": ""MultiPoint""}","48.84484410447445,2.269172604439539",2.269172604439539,48.84484410447445
494,TOILETTES,,SQUARE DE LA ROQUETTE,75011,Voir fiche équipement,Non,Oui,https://www.paris.fr/equipements/square-marcel-rajman-16638,"{""coordinates"": [[2.384662193346415, 48.85998930823249]], ""type"": ""MultiPoint""}","48.85998930823249,2.384662193346415",2.384662193346415,48.85998930823249
495,TOILETTES,,JARDIN DES SERRES D'AUTEUIL,75016,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/square-du-tchad-2622,"{""coordinates"": [[2.252823769625865, 48.84600296930212]], ""type"": ""MultiPoint""}","48.84600296930212,2.252823769625865",2.252823769625865,48.84600296930212
496,TOILETTES,,SQUARE DE LA BUTTE DU CHAPEAU ROUGE,75019,Voir fiche équipement,Oui,Non,https://www.paris.fr/equipements/parc-de-la-butte-du-chapeau-rouge-1811,"{""coordinates"": [[2.398780849590684, 48.88101651958862]], ""type"": ""MultiPoint""}","48.88101651958862,2.398780849590684",2.398780849590684,48.88101651958862
497,SANISETTE,,145  BOULEVARD DE MAGENTA,75010,6h/22h,Oui,Non,,"{""coordinates"": [[2.350534228884394, 48.88224462938898]], ""type"": ""MultiPoint""}","48.88224462938898,2.350534228884394",2.350534228884394,48.88224462938898
498,SANISETTE,,12  PLACE DE LA REPUBLIQUE,75010,24h/24h,Oui,Non,,"{""coordinates"": [[2.363409140558088, 48.86839539424431]], ""type"": ""MultiPoint""}","48.86839539424431,2.363409140558088",2.363409140558088,48.86839539424431
499,SANISETTE,,65  QUAI DE VALMY,75010,6h/22h,Oui,Non,,"{""coordinates"": [[2.365013155028617, 48.87136893708937]], ""type"": ""MultiPoint""}","48.87136893708937,2.365013155028617",2.365013155028617,48.87136893708937
500,SANISETTE,,125  AVENUE LEDRU ROLLIN,75011,6h/1h,Oui,Non,,"{""coordinates"": [[2.3776669195092612, 48.85413586971285]], ""type"": ""MultiPoint""}","48.85413586971285,2.3776669195092612",2.3776669195092612,48.85413586971285
501,SANISETTE,,58  AVENUE DE LA REPUBLIQUE,75011,24h/24h,Oui,Non,,"{""coordinates"": [[2.376082810937389, 48.86489721503484]], ""type"": ""MultiPoint""}","48.86489721503484,2.376082810937389",2.376082810937389,48.86489721503484
502,SANISETTE,,2  RUE FERNAND FOUREAU,75012,6h/22h,Oui,Non,,"{""coordinates"": [[2.411269397772902, 48.8461981514924]], ""type"": ""MultiPoint""}","48.8461981514924,2.411269397772902",2.411269397772902,48.8461981514924
503,SANISETTE,,8  RUE DE LYON,75012,6h/1h,Oui,Non,,"{""coordinates"": [[2.37177589149407, 48.84745150202467]], ""type"": ""MultiPoint""}","48.84745150202467,2.37177589149407",2.37177589149407,48.84745150202467
504,SANISETTE,,27  AVENUE D IVRY,75013,6h/22h,Oui,Non,,"{""coordinates"": [[2.366856434532854, 48.82266348081883]], ""type"": ""MultiPoint""}","48.82266348081883,2.366856434532854",2.366856434532854,48.82266348081883
505,SANISETTE,,117  BOULEVARD MASSENA,75013,24h/24h,Oui,Non,,"{""coordinates"": [[2.363982338246426, 48.81958369499793]], ""type"": ""MultiPoint""}","48.81958369499793,2.363982338246426",2.363982338246426,48.81958369499793
506,SANISETTE,,face au 200 RUE DE LA CONVENTION,75015,24h/24h,Oui,Non,,"{""coordinates"": [[2.296801972420026, 48.83718929817781]], ""type"": ""MultiPoint""}","48.83718929817781,2.296801972420026",2.296801972420026,48.83718929817781
507,SANISETTE,,73  QUAI BRANLY,75015,24h/24h,Oui,Non,,"{""coordinates"": [[2.291104558604042, 48.8572621090066]], ""type"": ""MultiPoint""}","48.8572621090066,2.291104558604042",2.291104558604042,48.8572621090066
508,SANISETTE,,BOULEVARD SUCHET,75016,6h/22h,Oui,Non,,"{""coordinates"": [[2.26822808578965, 48.86236196660649]], ""type"": ""MultiPoint""}","48.86236196660649,2.26822808578965",2.26822808578965,48.86236196660649
509,SANISETTE,,4  AVENUE NIEL,75017,6h/22h,Oui,Non,,"{""coordinates"": [[2.294473730079965, 48.87892079748371]], ""type"": ""MultiPoint""}","48.87892079748371,2.294473730079965",2.294473730079965,48.87892079748371
510,SANISETTE,,opposé au 10 RUE DE L EVANGILE,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.361548103970359, 48.892079500845476]], ""type"": ""MultiPoint""}","48.892079500845476,2.361548103970359",2.361548103970359,48.892079500845476
511,SANISETTE,,face au 52 BOULEVARD DE ROCHECHOUART,75018,24h/24h,Oui,Non,,"{""coordinates"": [[2.345906182814424, 48.88324708107194]], ""type"": ""MultiPoint""}","48.88324708107194,2.345906182814424",2.345906182814424,48.88324708107194
512,SANISETTE,,9  BOULEVARD NEY,75018,6h/22h,Oui,Non,,"{""coordinates"": [[2.341642000883749, 48.89775890686294]], ""type"": ""MultiPoint""}","48.89775890686294,2.341642000883749",2.341642000883749,48.89775890686294
513,SANISETTE,,3  RUE BOTZARIS,75019,24h/24h,Oui,Non,,"{""coordinates"": [[2.381250830015357, 48.877863914358414]], ""type"": ""MultiPoint""}","48.877863914358414,2.381250830015357",2.381250830015357,48.877863914358414
514,SANISETTE,,AVENUE DU PROFESSEUR ANDRE LEMIERE,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.414715111410584, 48.85833811315611]], ""type"": ""MultiPoint""}","48.85833811315611,2.414715111410584",2.414715111410584,48.85833811315611
515,SANISETTE,,118  BOULEVARD DE CHARONNE,75020,6h/22h,Oui,Non,,"{""coordinates"": [[2.395955166955249, 48.8547611226117]], ""type"": ""MultiPoint""}","48.8547611226117,2.395955166955249",2.395955166955249,48.8547611226117
